"arrive_station_id","citizen_id"
1040,"AAAAG4278"
1040,"AAABB9217"
1070,"AAAAG1373"
990,"ABBAC8946"
990,"AAAAX9049"
1060,"AAAAO2305"
1000,"ABBAF8379"
990,"AAAAB2067"
990,"AAAAG5763"
1035,"AAAAT4546"
1030,"ABBAF3128"
1040,"AAAAT7627"
990,"AAAAY5723"
1000,"ABBAB1660"
1000,"AAAAW7083"
1020,"ABBAD7575"
1060,"AAAAJ8025"
1030,"ABBAH5383"
1030,"AAAAL0668"
1040,"ABBAE8215"
990,"AAAAR7395"
1010,"ABBAG4454"
1060,"AAABC0202"
990,"AAAAC7846"
1010,"ABBAA1862"
1040,"AAABC1798"
1070,"AAAAQ6266"
990,"ABBAF6041"
1040,"AAAAR6670"
1070,"AAAAD7942"
1040,"AAAAG4176"
1040,"AAAAK7475"
1060,"AAAAH0389"
1030,"AAAAW0406"
1060,"AAABD1057"
1070,"ABBAJ4634"
990,"AAAAZ7717"
1010,"AAAAP5112"
1070,"AAAAV7690"
1050,"AAAAT3657"
1040,"AAAAB1196"
1070,"AAAAC2484"
1010,"AAAAM5101"
1030,"ABBAB6178"
990,"AAABD3773"
1035,"AAAAM3131"
1010,"AAAAR5026"
1035,"AAABC4446"
1043,"AAAAZ7473"
1000,"AAAAI2557"
1010,"AAAAW4203"
1060,"AAAAX9881"
1000,"AAAAD2771"
990,"ABBAC8914"
990,"AAAAI8676"
990,"AAAAD3120"
990,"AAAAX6287"
1040,"AAAAP0643"
1010,"AAAAL5327"
1010,"AAAAA9608"
1035,"ABBAJ7261"
990,"AAAAP1951"
990,"ABBAC1198"
1010,"AAABA0809"
1030,"AAAAY0400"
1030,"AAABB8444"
1000,"ABBAG4818"
990,"ABBAI8396"
990,"AAAAH8133"
1060,"ABBAA3603"
1070,"AAAAY4682"
1040,"ABBAG1784"
990,"AAAAW9666"
1040,"ABBAE1488"
1000,"AAAAO4325"
1060,"AAAAB6891"
1040,"ABBAA8993"
990,"AAAAQ7643"
1060,"AAAAF2300"
990,"AAAAQ0295"
1030,"AAAAZ4643"
990,"AAAAU6683"
1070,"AAAAN9361"
1010,"AAAAF5700"
990,"ABBAE7745"
1060,"ABBAJ3723"
1020,"AAAAK2560"
1060,"ABBAB1499"
1010,"AAAAS3254"
1040,"AAAAX9344"
1070,"AAAAU3649"
990,"AAAAJ9464"
1050,"AAAAN3256"
990,"AAAAD2334"
1020,"AAABD9186"
1000,"AAAAB3033"
1010,"AAAAB8165"
990,"AAABB8421"
990,"AAAAA7417"
1020,"AAAAQ7473"
990,"AAAAE7222"
1050,"ABBAF0480"
1070,"AAABA4599"
1070,"ABBAI5539"
1030,"ABBAG7781"
1040,"ABBAG9591"
990,"AAAAO1322"
990,"AAAAD1402"
990,"AAAAX2649"
990,"ABBAC2131"
1000,"AAAAQ1060"
990,"AAAAY9246"
990,"AAAAF4955"
990,"AAAAQ4401"
990,"ABBAE8365"
990,"ABBAE6515"
1010,"AAAAO9099"
1020,"ABBAI7831"
990,"AAAAD7179"
1010,"ABBAC9062"
1040,"AAABA0607"
1040,"AAAAI5239"
990,"ABBAE8340"
1070,"ABBAF3598"
1040,"ABBAE3185"
1060,"AAAAQ8313"
1040,"ABBAJ7012"
990,"AAAAL6252"
990,"AAAAB2013"
990,"ABBAD5551"
990,"AAAAW6221"
990,"AAABC6878"
1050,"ABBAH0803"
1000,"AAAAZ6037"
1020,"AAAAT1158"
1043,"AAABA3795"
1030,"ABBAA4853"
1000,"AAAAP4357"
1010,"AAAAN0364"
1060,"AAAAD6421"
1050,"AAAAI3353"
1030,"ABBAA6258"
990,"AAAAC1782"
990,"AAAAN0623"
1000,"AAAAW9481"
1070,"AAAAJ2092"
1040,"AAAAQ0284"
1000,"AAAAC1406"
1070,"AAAAA3899"
990,"AAAAO0307"
990,"ABBAA5969"
990,"AAAAJ8330"
1030,"AAAAP3247"
1070,"AAAAK4937"
1030,"AAAAD3937"
1070,"ABBAJ2452"
1000,"ABBAG5901"
1040,"ABBAE6208"
1020,"ABBAI9523"
1070,"AAAAE6560"
990,"AAAAZ6381"
990,"AAAAG7968"
1010,"AAAAK9510"
990,"AAAAM7691"
990,"ABBAE5475"
1070,"AAAAO0176"
1060,"ABBAG3682"
1040,"AAAAF5149"
1010,"ABBAC3793"
990,"AAABA2483"
1070,"AAAAA2149"
1020,"AAAAE0128"
990,"ABBAH6038"
990,"AAAAA0058"
1030,"AAAAO5958"
1020,"AAAAR2612"
1070,"AAAAO3551"
1070,"ABBAB7389"
1010,"AAAAS8869"
990,"AAAAS6699"
1010,"AAAAV6445"
990,"AAAAC8292"
990,"ABBAB4446"
1000,"AAAAT4758"
1070,"AAAAI4180"
990,"ABBAJ8099"
990,"AAAAW0174"
990,"ABBAC1309"
1010,"AAAAK2836"
1010,"AAAAP5600"
1060,"AAABA4410"
990,"ABBAA7493"
1060,"AAAAK3774"
990,"ABBAC6412"
1010,"AAAAG8198"
1040,"AAAAH2027"
990,"AAAAF9283"
1040,"AAAAI3282"
990,"AAAAJ0154"
1000,"AAAAF7305"
1040,"AAAAT8100"
1040,"AAAAX6230"
1050,"AAAAH2836"
1050,"AAAAO4221"
1070,"AAAAE4244"
1010,"ABBAB1702"
990,"AAAAK3025"
1010,"AAAAN5446"
990,"ABBAD8035"
1040,"AAABB5229"
1060,"AAAAB0535"
1060,"ABBAJ5203"
1000,"AAAAA4773"
1010,"ABBAB4111"
990,"ABBAC0999"
1020,"ABBAD2710"
990,"AAAAY8080"
1040,"ABBAF7970"
1020,"AAAAQ8928"
1070,"AAAAI2481"
990,"ABBAH1194"
1030,"AAAAF9960"
990,"ABBAD5777"
1010,"AAAAD7640"
1040,"AAAAZ1639"
1010,"AAAAP7084"
990,"AAAAS4753"
1000,"ABBAD5517"
990,"AAAAQ2925"
1070,"ABBAJ9642"
1020,"AAAAM4350"
1030,"AAAAJ4436"
1047,"AAAAU4893"
1070,"AAAAP4958"
1070,"AAAAB4968"
990,"AAAAU3736"
1050,"ABBAJ4361"
1040,"ABBAG2543"
990,"AAABD3337"
990,"AAAAN0401"
990,"AAAAW2535"
1070,"AAAAT8340"
1030,"AAABD2135"
990,"ABBAJ9945"
1050,"ABBAJ9090"
1040,"AAAAY8917"
1060,"ABBAD7844"
990,"ABBAG2523"
1010,"ABBAG4235"
1000,"AAABC1087"
1010,"AAAAA7419"
1030,"AAAAL7016"
1070,"ABBAD1880"
1010,"AAAAD5509"
1060,"AAAAW2440"
1020,"AAAAT2666"
990,"AAAAC7648"
1050,"AAABD8659"
1000,"AAAAR8919"
1000,"AAAAY2550"
1060,"AAAAU0617"
990,"AAABB3980"
990,"AAABC7110"
1020,"ABBAA7207"
1040,"AAAAT6206"
1020,"ABBAH9783"
990,"AAAAZ9054"
990,"AAAAX3173"
990,"AAAAH7526"
1070,"AAAAX5702"
1070,"AAAAC0241"
1070,"AAAAV5883"
1070,"AAAAZ0157"
990,"AAABC5463"
990,"AAAAG7697"
990,"AAAAT6813"
990,"AAABC1320"
1010,"ABBAJ8952"
1060,"AAAAX1578"
1043,"ABBAG8580"
990,"AAAAD0560"
1070,"AAAAT5917"
1000,"AAAAO8056"
990,"ABBAB7464"
1000,"AAAAD6258"
1030,"ABBAG6497"
990,"AAABA9487"
1010,"AAAAI2838"
1043,"AAAAC7739"
1010,"AAAAZ6857"
990,"AAAAM4700"
1040,"AAAAP1502"
1050,"AAAAC8631"
990,"AAAAT0231"
1040,"AAAAD9726"
990,"ABBAG0086"
1030,"AAAAS8604"
1010,"AAAAI2582"
1030,"AAAAP1421"
1060,"AAAAY9109"
1070,"AAABC8203"
1010,"AAAAA3748"
1010,"AAAAN6417"
1040,"ABBAC3292"
1070,"AAAAO6624"
990,"AAAAH3378"
990,"AAAAY6102"
1070,"AAAAC0857"
1030,"AAABC6331"
1050,"AAAAD7455"
1070,"AAABC3810"
990,"ABBAD5161"
1070,"AAABB5121"
1060,"ABBAA1882"
1000,"ABBAG4523"
1010,"AAAAU4435"
1040,"ABBAC9169"
1010,"AAAAC0719"
1060,"ABBAF1333"
1030,"AAAAX2838"
1020,"AAAAF8112"
990,"AAAAE4417"
1040,"AAAAQ6048"
1060,"ABBAG8510"
1060,"AAAAC5098"
990,"AAABA5953"
1070,"AAABD2555"
1020,"AAAAD8738"
1040,"AAAAL7719"
1070,"AAAAY6111"
1060,"AAAAC5037"
990,"AAAAX2958"
1050,"AAAAR7664"
990,"AAAAX7793"
1070,"AAABB0300"
1040,"AAAAC6556"
1010,"AAAAY8847"
990,"AAAAX1646"
1040,"AAAAH0855"
1040,"AAAAH2552"
1070,"AAAAU3200"
1070,"AAAAE9480"
1060,"AAAAE8019"
1030,"AAAAA5754"
1010,"ABBAJ9043"
990,"ABBAC6007"
990,"AAAAG9650"
1035,"AAAAI1455"
1010,"ABBAH2816"
990,"AAAAZ9453"
1030,"ABBAE1453"
990,"AAAAF9490"
1070,"AAAAN9366"
990,"AAAAY6978"
1040,"AAAAT8426"
1040,"AAAAL1774"
1020,"AAABC2364"
1030,"AAAAH7222"
990,"AAAAO8377"
990,"AAAAH9991"
1040,"AAABA0487"
1000,"AAAAE8777"
1060,"AAAAS5406"
990,"AAAAO3589"
990,"AAAAP4302"
1020,"AAAAX3447"
990,"AAAAP8148"
1070,"AAABB4711"
1040,"AAAAJ3884"
990,"AAAAN7094"
1000,"AAAAC5249"
990,"AAAAX0626"
1000,"AAAAP0875"
990,"AAAAF6312"
1000,"AAAAA2059"
1040,"ABBAI7277"
1000,"AAAAD0217"
1020,"AAAAA4862"
1040,"AAAAE4397"
1040,"AAAAJ8847"
1010,"AAABC6356"
1010,"AAAAS0345"
990,"ABBAJ2889"
990,"ABBAE0479"
1040,"ABBAG2364"
1040,"AAAAL0092"
990,"ABBAD5442"
990,"AAAAJ8761"
1060,"ABBAH3950"
990,"AAAAB3097"
990,"ABBAG4260"
1020,"AAABD6797"
990,"AAAAO5702"
1010,"AAAAQ1169"
1030,"AAAAG2133"
1070,"ABBAI7606"
1070,"AAAAR5185"
1040,"AAAAY0798"
1040,"AAAAD1636"
1010,"ABBAA0000"
1010,"AAABC8723"
1010,"AAAAA9569"
990,"AAAAB3601"
990,"AAAAM4713"
1060,"AAAAV5351"
990,"AAAAX5971"
1050,"AAAAU5902"
1070,"AAAAL8153"
990,"AAAAJ0365"
990,"AAAAC9695"
1040,"ABBAB6789"
1010,"AAAAJ3974"
990,"ABBAC1499"
1040,"AAAAC7970"
1030,"AAAAR2975"
990,"AAAAV4699"
1010,"AAAAS0563"
990,"AAAAM8967"
1020,"AAAAV8243"
1040,"AAAAL4082"
1050,"AAAAG9978"
1040,"ABBAE5752"
1070,"ABBAB1737"
1030,"AAAAM0488"
990,"AAAAI4530"
1010,"AAAAJ2825"
1040,"ABBAB1893"
1010,"ABBAE0541"
1040,"AAAAW4670"
990,"AAAAJ7773"
1000,"AAAAE4550"
1010,"AAAAT3675"
990,"AAAAF9891"
1070,"AAAAV1576"
990,"AAAAB4913"
1040,"ABBAG8793"
1000,"ABBAJ9194"
1040,"AAABC2859"
1010,"AAAAJ2764"
1043,"AAAAO0309"
1010,"AAABD9022"
1000,"AAAAN0765"
1030,"AAAAT5741"
1040,"AAABC2285"
1035,"AAAAM5347"
990,"ABBAA2354"
1040,"ABBAD6348"
1070,"AAAAF7095"
1000,"AAAAE3347"
1000,"ABBAB3401"
1070,"ABBAG6885"
1070,"ABBAC1656"
990,"AAAAC1230"
1040,"AAABB0561"
990,"AAAAE4342"
1000,"AAAAP1384"
1020,"AAAAK0698"
990,"AAAAP8982"
1020,"ABBAD5975"
990,"AAAAY9593"
990,"ABBAA1422"
1010,"AAAAH3431"
990,"AAAAV3314"
1030,"AAAAJ7014"
990,"AAABB2063"
990,"AAAAS8053"
1010,"ABBAJ3282"
1070,"AAAAX4963"
1060,"AAAAZ5243"
990,"ABBAF5014"
990,"AAAAQ0977"
1020,"AAAAO2284"
1010,"AAABC6138"
990,"AAAAG8538"
1010,"AAAAN4899"
1020,"AAAAI4962"
990,"ABBAJ3431"
1020,"AAAAU2287"
1040,"AAAAM6533"
1040,"AAAAY4524"
990,"ABBAD1329"
990,"AAAAV2791"
1010,"AAABB4242"
990,"AAAAB6318"
1050,"ABBAD5730"
990,"AAAAP0009"
1020,"ABBAE8981"
1040,"AAABB3402"
1040,"AAABA6029"
1070,"ABBAB1616"
990,"AAAAU8218"
1035,"AAABA9053"
1010,"AAAAQ1003"
1070,"AAAAD0285"
990,"AAAAZ4299"
990,"AAAAS9263"
990,"ABBAI6211"
990,"AAAAQ8197"
990,"AAABB8036"
1060,"AAAAR9844"
990,"AAAAX9401"
1070,"AAABB2985"
990,"AAAAP7622"
1060,"AAAAA4127"
1035,"ABBAF7960"
1070,"ABBAI0875"
990,"AAAAO3342"
990,"ABBAE3902"
1060,"AAAAB9718"
1010,"AAAAA6534"
1070,"AAAAT3312"
1060,"ABBAE3105"
990,"AAAAT5540"
1060,"AAABD0921"
990,"AAAAE2567"
1070,"AAABC3949"
1010,"ABBAA0678"
1043,"AAAAF1148"
1000,"ABBAD5834"
990,"AAAAK6235"
1040,"AAAAA8285"
990,"ABBAJ2865"
1060,"ABBAI7982"
1050,"ABBAG5982"
1000,"AAABB3011"
990,"AAABB1952"
1010,"AAABD6555"
990,"AAAAS5346"
1000,"ABBAJ8382"
990,"AAAAG6574"
990,"ABBAG6958"
1010,"AAAAK9346"
1070,"AAAAC1764"
1070,"AAABB2183"
1010,"AAAAO2150"
990,"ABBAG7351"
1040,"AAAAP3711"
990,"ABBAB9580"
990,"ABBAB4680"
1070,"AAAAD1659"
1060,"AAAAW5611"
1010,"AAAAI6586"
990,"ABBAC5143"
1040,"AAAAF9735"
990,"AAAAE5868"
1010,"AAAAU3519"
1070,"AAAAF8587"
990,"AAAAG3298"
990,"AAAAX6184"
990,"ABBAD4139"
1043,"AAAAR3006"
1010,"AAABD7936"
1043,"ABBAI9862"
1010,"AAAAO5666"
1030,"ABBAD8295"
990,"AAAAA8747"
990,"AAABB7433"
1020,"AAAAH6306"
1060,"ABBAE0747"
1030,"AAAAZ5812"
1043,"ABBAC4775"
1070,"AAAAN3894"
1020,"ABBAI4731"
1010,"AAAAD6565"
1030,"AAABB5247"
1000,"AAAAI7544"
990,"AAAAT6074"
990,"AAAAQ6181"
1030,"AAAAE5416"
990,"AAAAW7179"
990,"ABBAI7253"
1030,"ABBAG7105"
990,"ABBAF8507"
1000,"AAAAX2085"
1060,"AAAAT3791"
1020,"AAABC6881"
990,"AAABC5271"
990,"ABBAA3005"
990,"ABBAB8286"
990,"AAAAP6442"
990,"AAAAX0179"
1047,"AAABB4774"
1070,"AAAAN3218"
1060,"AAAAH6664"
990,"AAAAA9830"
990,"ABBAB6104"
990,"AAAAK2430"
990,"AAAAM3695"
1010,"AAAAK6927"
1010,"ABBAG9443"
1010,"AAAAJ0998"
1040,"ABBAE6941"
1000,"AAAAV9054"
990,"ABBAB6628"
1040,"AAAAH6610"
1010,"ABBAB7281"
1060,"AAAAY9601"
1040,"AAAAT1799"
990,"ABBAD5262"
1070,"AAAAU4568"
1000,"AAAAR7771"
1030,"ABBAJ7396"
1040,"ABBAD4731"
1010,"AAAAI7073"
1050,"AAAAI1244"
1070,"AAAAW3221"
990,"AAAAL1351"
1060,"ABBAA0555"
1040,"AAAAZ0446"
990,"AAAAM4460"
990,"ABBAI2635"
1035,"ABBAH7415"
1010,"ABBAE6746"
990,"AAAAF1565"
1040,"ABBAH2309"
1010,"AAABC9022"
1070,"AAAAS7871"
1010,"ABBAG4514"
1070,"AAABC1161"
990,"AAAAE4799"
990,"AAAAE1399"
1040,"AAAAH1441"
990,"ABBAC9832"
990,"ABBAB0066"
1047,"AAAAU0480"
1043,"AAAAZ5149"
990,"AAAAZ6573"
990,"AAABB5569"
990,"AAAAG0780"
1050,"AAAAI2716"
990,"AAAAW9899"
990,"AAAAE3235"
1040,"AAAAB2712"
990,"AAAAF2542"
1040,"AAABD4673"
1020,"AAAAK4500"
1020,"AAAAV6255"
1040,"AAAAN5144"
1050,"AAAAK5539"
990,"AAABA2461"
990,"AAAAI3677"
1000,"AAAAP0644"
1000,"AAAAP6632"
990,"AAAAA8116"
1050,"AAAAT4238"
1030,"ABBAB0436"
990,"AAAAO7172"
1070,"AAAAS0909"
1000,"AAAAY3163"
1040,"AAAAM7004"
990,"ABBAH7411"
1040,"AAAAF7947"
1030,"AAAAQ9375"
1060,"ABBAE3925"
1070,"AAAAT3796"
1070,"AAAAA8060"
1000,"AAAAU3571"
1070,"AAAAJ7389"
1043,"ABBAC3687"
990,"AAAAP7079"
1000,"AAABD5615"
1060,"AAAAR6019"
1070,"ABBAB6990"
990,"ABBAD8667"
990,"AAAAD4291"
1040,"AAAAM4012"
990,"ABBAI7298"
990,"AAAAU8877"
990,"ABBAH5012"
1000,"AAAAQ1843"
1040,"AAAAJ8419"
1070,"ABBAC3538"
1000,"AAAAC3241"
990,"AAAAB4183"
1020,"AAAAI1048"
990,"ABBAD4988"
1050,"AAAAA0235"
1010,"ABBAC4408"
990,"ABBAJ8798"
1010,"AAAAQ8986"
990,"AAAAM8364"
1070,"AAAAP6642"
1030,"AAAAE6155"
1040,"ABBAA5411"
1000,"AAABD0487"
1010,"AAAAM8766"
1000,"AAAAR0232"
1020,"AAAAL7213"
1070,"AAAAR7285"
990,"AAAAD5367"
990,"AAAAJ9980"
1000,"AAAAF1095"
1030,"AAAAG5275"
1010,"AAABA8206"
1040,"AAAAC2946"
1060,"AAAAZ4217"
990,"AAAAY5918"
990,"AAAAH2446"
1020,"AAAAU2259"
990,"ABBAI3116"
1040,"AAAAE3065"
990,"AAAAF8892"
1035,"ABBAH3496"
1010,"AAAAR5628"
990,"AAAAG8122"
990,"AAAAL8188"
990,"AAAAT2267"
1070,"AAAAX9122"
1010,"AAABB7141"
990,"AAABA6719"
990,"ABBAG3544"
1040,"ABBAJ6802"
1070,"AAAAR0809"
990,"ABBAG9864"
990,"ABBAD0853"
1010,"AAAAA9472"
1070,"AAAAF1969"
1030,"AAAAJ7701"
990,"ABBAB3432"
1060,"AAABA9318"
1070,"AAAAJ6024"
1070,"ABBAG1426"
1040,"ABBAF1544"
1060,"ABBAF2049"
1000,"AAAAW6139"
1030,"AAAAO9472"
1060,"ABBAC3336"
990,"AAAAM3154"
1040,"AAAAD1772"
1040,"ABBAJ9426"
990,"AAAAA5609"
1040,"AAABA1112"
990,"AAAAW4793"
1020,"AAABB5804"
1070,"ABBAC5827"
1070,"AAAAV6066"
1043,"ABBAA5539"
990,"ABBAD2753"
990,"AAAAR3435"
990,"AAAAT6890"
990,"AAAAS2581"
1035,"AAAAI2788"
990,"AAAAB3530"
990,"AAAAN6463"
1070,"ABBAA4092"
1000,"AAAAI7283"
990,"ABBAD7388"
1047,"AAAAU4360"
1060,"AAAAO8522"
1070,"AAAAI3128"
1070,"AAAAN4325"
990,"ABBAI0694"
1035,"AAABC6897"
1020,"AAAAC3878"
1035,"AAABD3423"
1070,"AAABC6405"
1010,"AAABD7430"
1010,"ABBAI8185"
1040,"AAAAJ3757"
1030,"AAAAC8665"
990,"AAAAD1023"
1060,"ABBAJ7277"
1070,"AAAAW6227"
990,"AAAAA2738"
1060,"AAABB0977"
1020,"ABBAI2552"
990,"ABBAJ0895"
990,"AAAAA1818"
1040,"AAAAC5128"
990,"AAAAL5891"
1010,"AAAAE8121"
990,"AAAAA0434"
1010,"AAAAI3491"
1000,"AAAAX5967"
1010,"ABBAE9214"
1020,"AAABC5613"
1010,"AAAAF8536"
1030,"AAAAQ1101"
1070,"AAAAZ1767"
1040,"AAAAG6327"
1070,"AAABD7098"
990,"AAAAE8265"
990,"ABBAJ1227"
1040,"AAAAO2882"
990,"AAAAN1011"
1060,"AAAAA1935"
1010,"AAAAY5288"
1050,"AAAAZ8137"
1035,"AAAAM9714"
1060,"AAAAL2927"
990,"AAABA7828"
990,"AAAAP1759"
990,"AAAAR0569"
1010,"AAAAQ7851"
1010,"ABBAE4875"
990,"AAAAP7805"
1040,"ABBAD3952"
990,"AAAAY1159"
990,"ABBAA8973"
1040,"ABBAE3260"
1060,"AAAAY8609"
990,"AAAAL8485"
1070,"ABBAC3613"
1040,"AAABD0624"
990,"ABBAE7757"
1010,"AAAAR4446"
990,"AAAAX6604"
990,"AAAAW1477"
990,"ABBAI6928"
990,"AAAAV1914"
1040,"ABBAH9925"
990,"AAAAF1815"
1040,"ABBAH2418"
1010,"ABBAJ5204"
1070,"AAAAN5036"
1020,"AAAAU4351"
1040,"AAAAA3749"
990,"ABBAE5322"
990,"AAABC6784"
1070,"AAAAJ0222"
990,"AAAAF7929"
1040,"ABBAG4075"
990,"ABBAB5570"
1047,"AAAAA6133"
1020,"ABBAG8378"
990,"AAAAF5149"
1040,"AAAAK0944"
1035,"AAAAO8009"
1060,"ABBAB6009"
1043,"AAAAJ5804"
990,"AAAAD1907"
1020,"AAAAI4213"
1070,"ABBAF2497"
1040,"ABBAF4403"
990,"AAAAH2101"
1070,"AAAAE3033"
990,"AAAAA2172"
1000,"AAABC7411"
990,"AAAAF6927"
990,"AAAAR0849"
1030,"AAAAU4471"
990,"AAAAM2184"
1010,"AAAAV5431"
1030,"AAAAN8119"
1000,"AAAAL2013"
990,"AAAAK5273"
1020,"AAAAQ6818"
1040,"ABBAH6432"
1070,"AAABA7631"
1060,"AAAAP4098"
990,"AAAAJ7018"
990,"AAAAA1311"
1040,"AAAAF2861"
990,"AAAAU7336"
990,"ABBAH0865"
1040,"AAAAG4946"
990,"AAAAV9884"
990,"AAABD1076"
1070,"AAAAZ4305"
990,"ABBAD8311"
990,"ABBAB2383"
990,"AAAAK8102"
1010,"AAAAD8146"
1040,"AAAAS7975"
990,"AAAAT6520"
1000,"AAAAT7655"
990,"AAABD8289"
