"citizen_id","name"
"AAAAB8216","Timothy Alvarez"
"AAAAB8237","Laura Ames"
"AAAAB8283","Jeffrey Albanese"
"AAAAB8296","Teresa Alessi"
"AAAAB8335","Jeffrey Aybar"
"AAAAB8337","Latonya Addison"
"AAAAB8353","Nova Alaibilla"
"AAAAB8379","Alan Anderson"
"AAAAB8439","Danny Aaron"
"AAAAB8447","Clifford Allen"
"AAAAB8465","Yesenia Ahrens"
"AAAAB8537","Anne Artiaga"
"AAAAB8549","Geraldine Abbott"
"AAAAB8553","Irene Adams"
"AAAAB8584","Rose Alcantar"
"AAAAB8624","Larry Ash"
"AAAAB8669","Willie Adams"
"AAAAB8705","Nicholas Aris"
"AAAAB8754","Neta Anderson"
"AAAAB8774","Bridget Armstrong"
"AAAAB8788","Manuel Arispe"
"AAAAB8829","Richard Adams"
"AAAAB8843","Virginia Abney"
"AAAAB8955","Gladys Altschuler"
"AAAAB8962","Tyson Arias"
"AAAAB8980","Malcolm Akins"
"AAAAB8989","Hattie Arnold"
"AAAAB9013","Juan Avery"
"AAAAB9037","Cory Arbeiter"
"AAAAB9051","Jay Allen"
"AAAAB9070","James Alvarez"
"AAAAB9079","James Arnold"
"AAAAB9083","Ralph Ali"
"AAAAB9121","Robert Andersen"
"AAAAB9132","Mary Archer"
"AAAAB9133","Eric Alexander"
"AAAAB9190","Phyliss Anderson"
"AAAAB9259","Felicita Alford"
"AAAAB9263","Brian Ainsworth"
"AAAAB9264","William Anderson"
"AAAAB9289","Josephine Anyan"
"AAAAB9297","Theresa Adrian"
"AAAAB9321","Dennis Adams"
"AAAAB9326","Nathaniel Adam"
"AAAAB9358","Ronald Adler"
"AAAAB9373","Kali Amorosi"
"AAAAB9383","Kay Alcott"
"AAAAB9387","Larry Ashe"
"AAAAB9402","Antonio Anderson"
"AAAAB9428","Elizabeth Alldredge"
"AAAAB9444","Omar Arra"
"AAAAB9460","Kathleen Adams"
"AAAAB9526","Donald Arnold"
"AAAAB9574","Cecile Alexander"
"AAAAB9587","Pamela Aguilar"
"AAAAB9588","Clayton Anderson"
"AAAAB9596","Kevin Arnold"
"AAAAB9605","Maria Allison"
"AAAAB9666","James Armendariz"
"AAAAB9670","Michelle Ayres"
"AAAAB9744","Pamela Adam"
"AAAAB9760","Marguerite Aviles"
"AAAAB9761","Martha Avalos"
"AAAAB9766","Connie Allen"
"AAAAB9775","Wayne Adame"
"AAAAB9802","Donald Arnold"
"AAAAB9842","Claude Ackley"
"AAAAB9855","Milton Anglin"
"AAAAB9875","Joseph Attaway"
"AAAAB9892","Dewey Alvarez"
"AAAAB9923","Melissa Anderson"
"AAAAB9924","Cynthia Archer"
"AAAAB9928","Elizabeth Allred"
"AAAAB9977","Roy Arendt"
"AAAAC0001","Matthew Arana"
"AAAAC0088","Kevin Akins"
"AAAAC0097","Mary Anson"
"AAAAC0190","Hector Amo"
"AAAAC0201","Roy Aber"
"AAAAC0230","Marcene Austin"
"AAAAC0248","James Arnold"
"AAAAC0262","Guadalupe Applegate"
"AAAAC0267","Jeffrey Alvarado"
"AAAAC0313","June Avina"
"AAAAC0318","Keely Arnold"
"AAAAC0323","Don Alonso"
"AAAAC0338","Bonnie Arias"
"AAAAC0343","Matthew Arnold"
"AAAAC0364","Felix Anderson"
"AAAAC0388","John Albers"
"AAAAC0409","Gerald Adam"
"AAAAC0418","Kathy Adams"
"AAAAC0442","Angelena Alvarez"
"AAAAC0456","Jim Arakaki"
"AAAAC0460","Michael Adams"
"AAAAC0467","Maria Austin"
"AAAAC0469","Susan Abbott"
"AAAAC0483","Mary Andrade"
"AAAAC0513","Christian Adkins"
"AAAAC0606","Diana Avery"
"AAAAC0692","Steven Arnold"
"AAAAC0702","Christopher Applebaum"
"AAAAC0779","George Archambeault"
"AAAAC0790","Bette Asencio"
"AAAAC0822","Rosa Albright"
"AAAAC0922","Dianna Arnold"
"AAAAC0936","Ruth Anderson"
"AAAAC0943","Evelyn Adams"
"AAAAC0983","Robert Anderson"
"AAAAC0996","Denise Aupperle"
"AAAAC0997","Michael Allen"
"AAAAC1063","Chris Alexander"
"AAAAC1070","Kimberly Atkins"
"AAAAC1079","Cheryl Arujo"
"AAAAC1111","Barbara Alonzo"
"AAAAC1117","Alexis Aguirre"
"AAAAC1280","Jennifer Azure"
"AAAAC1311","Ralph Ames"
"AAAAC1317","Ida Andrews"
"AAAAC1336","Concepcion Andrade"
"AAAAC1345","Linda Albright"
"AAAAC1359","Crystal Arnold"
"AAAAC1416","Evelyn Antonio"
"AAAAC1418","Kristi Ahumada"
"AAAAC1437","Elizabeth Ayala"
"AAAAC1454","Jodie Aaron"
"AAAAC1460","Diane Andrews"
"AAAAC1502","Judith Allison"
"AAAAC1587","Melanie Abram"
"AAAAC1621","Margaret Armstrong"
"AAAAC1679","Ollie Adamski"
"AAAAC1696","Louise Alston"
"AAAAC1715","Gail Autrey"
"AAAAC1757","Maria Anna"
"AAAAC1763","Ethel Aquil"
"AAAAC1767","Sherri Arnold"
"AAAAC1780","Michael Arceneaux"
"AAAAC1849","Theola Avalos"
"AAAAC1909","Linda Atkinson"
"AAAAC2002","Carlos Alvarez"
"AAAAC2034","Robert Anderson"
"AAAAC2060","Elizabeth Alger"
"AAAAC2065","Thomas Anderson"
"AAAAC2107","Crystal Aadland"
"AAAAC2173","Alexander Acuna"
"AAAAC2189","Mary Anderson"
